net,length_um
_055829_,8.86µm
_055856_,8.86µm
_055898_,8.86µm
_056779_,8.86µm
s12_rdata\[0\],8.86µm
u_qspi.rx_fifo\[61\]\[3\],8.86µm
u_uart2.u_rx_fifo.mem\[195\]\[2\],8.86µm
u_uart2.u_rx_fifo.mem\[19\]\[3\],8.86µm
u_uart2.u_rx_fifo.mem\[1\]\[0\],8.86µm
u_uart2.u_rx_fifo.mem\[1\]\[2\],8.86µm
u_uart2.u_rx_fifo.mem\[63\]\[0\],8.86µm
u_uart2.u_rx_fifo.mem\[7\]\[5\],8.86µm
u_uart2.u_rx_fifo.mem\[83\]\[5\],8.86µm
u_uart2.u_rx_fifo.mem\[9\]\[7\],8.86µm
net7081,8.86µm
net7287,8.86µm
net7942,8.86µm
net10420,8.86µm
net11583,8.86µm
net12542,8.86µm
net12565,8.86µm
net14565,8.86µm
_002418_,8.855µm
_005328_,8.855µm
_047229_,8.855µm
_055448_,8.855µm
_044333_,8.85µm
s11_rdata\[28\],8.85µm
u_npu.u_npu_axi_ctrl.byte_addr_read\[3\],8.85µm
_014243_,8.845µm
s12_rdata\[17\],8.845µm
_007496_,8.84µm
_008201_,8.84µm
_013879_,8.84µm
_027854_,8.84µm
_034966_,8.84µm
_037283_,8.84µm
_038081_,8.84µm
_038878_,8.84µm
_039922_,8.84µm
net7400,8.84µm
net8623,8.84µm
net8714,8.84µm
net10844,8.84µm
net11888,8.84µm
net14420,8.84µm
net14698,8.84µm
_042915_,8.83µm
_046488_,8.83µm
_003012_,8.825µm
_008900_,8.825µm
_012111_,8.825µm
_000350_,8.82µm
_001245_,8.82µm
_012040_,8.82µm
_013504_,8.82µm
_014615_,8.82µm
_019359_,8.82µm
_022828_,8.82µm
_023164_,8.82µm
_024035_,8.82µm
_025312_,8.82µm
_026106_,8.82µm
_026773_,8.82µm
_027444_,8.82µm
_028656_,8.82µm
_028802_,8.82µm
_029083_,8.82µm
_029572_,8.82µm
_029765_,8.82µm
_030889_,8.82µm
_031420_,8.82µm
_031948_,8.82µm
_032142_,8.82µm
_035082_,8.82µm
_035822_,8.82µm
_038594_,8.82µm
_039967_,8.82µm
_040433_,8.82µm
_040774_,8.82µm
_042221_,8.82µm
_042367_,8.82µm
_042388_,8.82µm
_042506_,8.82µm
_042699_,8.82µm
_044345_,8.82µm
_045622_,8.82µm
_047396_,8.82µm
_047693_,8.82µm
_049645_,8.82µm
_049867_,8.82µm
_050463_,8.82µm
_051343_,8.82µm
_052284_,8.82µm
_052640_,8.82µm
_053148_,8.82µm
_053309_,8.82µm
_056125_,8.82µm
_056670_,8.82µm
u_qspi.tx_fifo\[15\]\[15\],8.82µm
u_uart1.reg_stp_r\[27\],8.82µm
u_uart2.u_rx_fifo.mem\[192\]\[2\],8.82µm
u_uart2.u_rx_fifo.mem\[192\]\[6\],8.82µm
u_uart2.u_rx_fifo.mem\[24\]\[6\],8.82µm
net14335,8.82µm
net15577,8.82µm
net15644,8.82µm
net15655,8.82µm
net15776,8.82µm
_031808_,8.815µm
_054823_,8.815µm
_025692_,8.81µm
_037350_,8.81µm
u_core.id_stage_i.register_file_i.mem\[545\],8.81µm
u_qspi.tx_fifo\[26\]\[31\],8.81µm
_000402_,8.805µm
_006209_,8.805µm
_026220_,8.805µm
_005501_,8.8µm
_008331_,8.8µm
_018517_,8.8µm
_023963_,8.8µm
_024683_,8.8µm
_026112_,8.8µm
_028674_,8.8µm
_032242_,8.8µm
_035046_,8.8µm
_035947_,8.8µm
_036137_,8.8µm
_037835_,8.8µm
_037839_,8.8µm
_038191_,8.8µm
_038238_,8.8µm
_040033_,8.8µm
_041628_,8.8µm
_042172_,8.8µm
_042569_,8.8µm
_043005_,8.8µm
_046283_,8.8µm
_047501_,8.8µm
_051090_,8.8µm
_052837_,8.8µm
u_core.id_stage_i.register_file_i.mem\[1009\],8.8µm
u_core.if_stage_i.prefetch_buffer_i.fifo_i.mem_q\[23\],8.8µm
u_core.if_stage_i.prefetch_buffer_i.fifo_i.mem_q\[61\],8.8µm
u_core.if_stage_i.prefetch_buffer_i.instruction_obi_i.gen_no_trans_stable.obi_addr_q\[9\],8.8µm
u_qspi.rx_fifo\[1\]\[6\],8.8µm
u_qspi.rx_fifo\[3\]\[24\],8.8µm
u_qspi.rx_fifo\[46\]\[23\],8.8µm
u_uart2.reg_irq_en_r\[20\],8.8µm
u_uart2.reg_stp_r\[30\],8.8µm
u_uart2.u_rx_fifo.mem\[141\]\[6\],8.8µm
net8299,8.8µm
net8634,8.8µm
net8680,8.8µm
net8759,8.8µm
net9041,8.8µm
net10103,8.8µm
net11573,8.8µm
net12800,8.8µm
net15662,8.8µm
net16014,8.8µm
_020959_,8.79µm
u_qspi.rx_fifo\[11\]\[19\],8.79µm
_001602_,8.785µm
_001872_,8.785µm
_001941_,8.785µm
_001992_,8.785µm
_002522_,8.785µm
_002534_,8.785µm
_002641_,8.785µm
_002643_,8.785µm
_002644_,8.785µm
_003651_,8.785µm
_003734_,8.785µm
_003985_,8.785µm
_004151_,8.785µm
_004416_,8.785µm
_004547_,8.785µm
_004673_,8.785µm
_004913_,8.785µm
_004936_,8.785µm
_005047_,8.785µm
_005132_,8.785µm
_005181_,8.785µm
_005756_,8.785µm
_005773_,8.785µm
_005800_,8.785µm
_006411_,8.785µm
_006441_,8.785µm
_006631_,8.785µm
_006641_,8.785µm
_039646_,8.785µm
u_uart2.rdr_data_r\[6\],8.785µm
_000502_,8.78µm
_008560_,8.78µm
_014088_,8.78µm
_014443_,8.78µm
_015215_,8.78µm
_015642_,8.78µm
_016977_,8.78µm
_017557_,8.78µm
_017576_,8.78µm
_017632_,8.78µm
_018397_,8.78µm
_019392_,8.78µm
_020687_,8.78µm
_020912_,8.78µm
_020986_,8.78µm
_021248_,8.78µm
_021506_,8.78µm
_021783_,8.78µm
_023105_,8.78µm
_023713_,8.78µm
_023893_,8.78µm
_024276_,8.78µm
_024305_,8.78µm
_024443_,8.78µm
_025306_,8.78µm
_025946_,8.78µm
_026139_,8.78µm
_026337_,8.78µm
_026628_,8.78µm
_026762_,8.78µm
_026804_,8.78µm
_026847_,8.78µm
_027058_,8.78µm
_028458_,8.78µm
_028993_,8.78µm
_029074_,8.78µm
_029850_,8.78µm
_030318_,8.78µm
_030857_,8.78µm
_031116_,8.78µm
_031425_,8.78µm
_032097_,8.78µm
_033846_,8.78µm
_035928_,8.78µm
_036666_,8.78µm
_036913_,8.78µm
_037078_,8.78µm
_037778_,8.78µm
_037807_,8.78µm
_037857_,8.78µm
_037882_,8.78µm
_038638_,8.78µm
_038884_,8.78µm
_039177_,8.78µm
_039895_,8.78µm
_039972_,8.78µm
_040242_,8.78µm
_040583_,8.78µm
_041479_,8.78µm
_042432_,8.78µm
_042736_,8.78µm
_042976_,8.78µm
_043286_,8.78µm
_043328_,8.78µm
_043486_,8.78µm
_043554_,8.78µm
_043679_,8.78µm
_043695_,8.78µm
_043852_,8.78µm
_045023_,8.78µm
_045357_,8.78µm
_045795_,8.78µm
_046480_,8.78µm
_046489_,8.78µm
_046625_,8.78µm
_046917_,8.78µm
_047427_,8.78µm
_047676_,8.78µm
_047967_,8.78µm
_048262_,8.78µm
_048304_,8.78µm
_048650_,8.78µm
_049270_,8.78µm
_049534_,8.78µm
_049768_,8.78µm
_049969_,8.78µm
_050134_,8.78µm
_050372_,8.78µm
_050444_,8.78µm
_050528_,8.78µm
_051484_,8.78µm
_051491_,8.78µm
_051574_,8.78µm
_052138_,8.78µm
_052652_,8.78µm
_053022_,8.78µm
_054046_,8.78µm
_055764_,8.78µm
u_core.cs_registers_i.dscratch0_q\[13\],8.78µm
u_dma.reg_ctrl\[16\],8.78µm
u_npu.ram_wdata_a\[20\],8.78µm
u_npu.u_npu_csr.w_data_lat\[13\],8.78µm
u_npu.u_npu_engine.d_out\[0\],8.78µm
u_npu.u_npu_engine.probs\[47\],8.78µm
u_qspi.rx_fifo\[16\]\[25\],8.78µm
u_qspi.rx_fifo\[21\]\[19\],8.78µm
u_qspi.rx_fifo\[34\]\[22\],8.78µm
u_qspi.rx_fifo\[47\]\[3\],8.78µm
u_qspi.rx_fifo\[48\]\[11\],8.78µm
u_qspi.rx_fifo\[54\]\[31\],8.78µm
u_qspi.rx_fifo\[63\]\[11\],8.78µm
u_qspi.rx_fifo\[6\]\[24\],8.78µm
u_qspi.total_bytes\[7\],8.78µm
u_qspi.tx_fifo\[11\]\[3\],8.78µm
u_qspi.tx_fifo\[46\]\[18\],8.78µm
u_qspi.tx_fifo\[50\]\[21\],8.78µm
u_qspi.tx_fifo\[55\]\[5\],8.78µm
u_qspi.tx_fifo\[6\]\[22\],8.78µm
u_qspi.tx_word\[29\],8.78µm
u_uart2.u_rx_fifo.mem\[191\]\[6\],8.78µm
u_uart2.u_rx_fifo.mem\[195\]\[4\],8.78µm
u_uart2.u_rx_fifo.mem\[207\]\[6\],8.78µm
u_uart2.u_rx_fifo.mem\[215\]\[5\],8.78µm
u_uart2.u_rx_fifo.mem\[74\]\[5\],8.78µm
net8346,8.78µm
net8658,8.78µm
net14888,8.78µm
net14931,8.78µm
net15411,8.78µm
net16055,8.78µm
_002284_,8.775µm
_045437_,8.775µm
_030984_,8.77µm
_055543_,8.77µm
u_core.id_stage_i.register_file_i.mem\[969\],8.77µm
_001780_,8.765µm
_003052_,8.765µm
_005381_,8.765µm
_005404_,8.765µm
_000584_,8.76µm
_003396_,8.76µm
_004648_,8.76µm
_005805_,8.76µm
_005958_,8.76µm
_006144_,8.76µm
_015003_,8.76µm
_016975_,8.76µm
_018223_,8.76µm
_021924_,8.76µm
_025034_,8.76µm
_029370_,8.76µm
_036829_,8.76µm
_039262_,8.76µm
_042914_,8.76µm
_044929_,8.76µm
_045712_,8.76µm
_047460_,8.76µm
_053909_,8.76µm
u_qspi.rx_fifo\[0\]\[22\],8.76µm
u_qspi.rx_fifo\[53\]\[1\],8.76µm
u_qspi.rx_fifo\[56\]\[28\],8.76µm
u_qspi.tx_fifo\[41\]\[16\],8.76µm
u_uart2.u_rx_fifo.mem\[109\]\[6\],8.76µm
u_uart2.u_rx_fifo.mem\[165\]\[1\],8.76µm
u_uart2.u_rx_fifo.mem\[195\]\[6\],8.76µm
u_uart2.u_rx_fifo.mem\[229\]\[2\],8.76µm
net7350,8.76µm
net7383,8.76µm
net7430,8.76µm
net7834,8.76µm
net7923,8.76µm
net8027,8.76µm
net8059,8.76µm
net8195,8.76µm
net8322,8.76µm
net8412,8.76µm
net8644,8.76µm
net9165,8.76µm
net9237,8.76µm
net9293,8.76µm
net9428,8.76µm
net10273,8.76µm
net10316,8.76µm
net10691,8.76µm
net10845,8.76µm
net10881,8.76µm
net10884,8.76µm
net11183,8.76µm
net12258,8.76µm
net12384,8.76µm
net12458,8.76µm
net12564,8.76µm
net12620,8.76µm
net12698,8.76µm
net12770,8.76µm
net12862,8.76µm
net13653,8.76µm
net14248,8.76µm
net14769,8.76µm
net15094,8.76µm
net15473,8.76µm
_056870_,8.755µm
_012763_,8.75µm
_039038_,8.75µm
_006132_,8.745µm
_009106_,8.745µm
_055122_,8.745µm
_008582_,8.74µm
_011088_,8.74µm
_012941_,8.74µm
_013010_,8.74µm
_013986_,8.74µm
_014648_,8.74µm
_014741_,8.74µm
_015153_,8.74µm
_016333_,8.74µm
_018409_,8.74µm
_019298_,8.74µm
_019378_,8.74µm
_020375_,8.74µm
_020440_,8.74µm
_021077_,8.74µm
_021325_,8.74µm
_023098_,8.74µm
_023482_,8.74µm
_023896_,8.74µm
_024242_,8.74µm
_024391_,8.74µm
_024937_,8.74µm
_025316_,8.74µm
_025652_,8.74µm
_026226_,8.74µm
_029755_,8.74µm
_029957_,8.74µm
_030080_,8.74µm
_030162_,8.74µm
_030171_,8.74µm
_030584_,8.74µm
_031204_,8.74µm
_034113_,8.74µm
_035580_,8.74µm
_036034_,8.74µm
_036218_,8.74µm
_036307_,8.74µm
_037830_,8.74µm
_040552_,8.74µm
_040584_,8.74µm
_041965_,8.74µm
_041990_,8.74µm
_042019_,8.74µm
_043694_,8.74µm
_045191_,8.74µm
_045390_,8.74µm
_045891_,8.74µm
_046719_,8.74µm
_047619_,8.74µm
_048344_,8.74µm
_049142_,8.74µm
_049191_,8.74µm
_049460_,8.74µm
_050750_,8.74µm
_050774_,8.74µm
_050804_,8.74µm
_051985_,8.74µm
_053533_,8.74µm
_054754_,8.74µm
_055584_,8.74µm
_056371_,8.74µm
_056948_,8.74µm
jtag_m_wdata\[23\],8.74µm
u_npu.u_npu_engine.state\[20\],8.74µm
u_qspi.rx_fifo\[11\]\[17\],8.74µm
u_qspi.tx_fifo\[11\]\[5\],8.74µm
u_uart2.reg_stp_r\[8\],8.74µm
u_uart2.u_rx_fifo.mem\[111\]\[2\],8.74µm
u_uart2.u_rx_fifo.mem\[234\]\[6\],8.74µm
net8919,8.74µm
net10909,8.74µm
net13484,8.74µm
net13899,8.74µm
net13942,8.74µm
net14320,8.74µm
net16166,8.74µm
_001973_,8.735µm
_001994_,8.735µm
_002297_,8.735µm
_002900_,8.735µm
_004616_,8.735µm
_005502_,8.735µm
_012474_,8.73µm
_025238_,8.73µm
u_qspi.rx_fifo\[35\]\[11\],8.73µm
_001513_,8.725µm
_002695_,8.725µm
_003055_,8.725µm
_003886_,8.725µm
_004451_,8.725µm
_004557_,8.725µm
_005623_,8.725µm
_007163_,8.725µm
_012062_,8.725µm
_009662_,8.72µm
_011446_,8.72µm
_012124_,8.72µm
_016012_,8.72µm
_019124_,8.72µm
_029259_,8.72µm
_047360_,8.72µm
u_uart1.reg_stp_r\[14\],8.72µm
net7234,8.72µm
net8240,8.72µm
net10594,8.72µm
net10812,8.72µm
net11757,8.72µm
net13413,8.72µm
net15476,8.72µm
net15847,8.72µm
net16063,8.72µm
_012374_,8.715µm
_025932_,8.715µm
_047479_,8.71µm
_047832_,8.71µm
_050268_,8.71µm
_010340_,8.705µm
_000088_,8.7µm
_009763_,8.7µm
_010779_,8.7µm
_014488_,8.7µm
_016756_,8.7µm
_018070_,8.7µm
_023725_,8.7µm
_024809_,8.7µm
_024946_,8.7µm
_025522_,8.7µm
_026019_,8.7µm
_026367_,8.7µm
_026635_,8.7µm
_026871_,8.7µm
_027291_,8.7µm
_029236_,8.7µm
_029589_,8.7µm
_030838_,8.7µm
_031016_,8.7µm
_031018_,8.7µm
_031429_,8.7µm
_031481_,8.7µm
_033607_,8.7µm
_037371_,8.7µm
_037500_,8.7µm
_038249_,8.7µm
_038950_,8.7µm
_039414_,8.7µm
_039874_,8.7µm
_039893_,8.7µm
_040517_,8.7µm
_040710_,8.7µm
_041476_,8.7µm
_041796_,8.7µm
_044912_,8.7µm
_045392_,8.7µm
_048226_,8.7µm
_049829_,8.7µm
_049916_,8.7µm
_050500_,8.7µm
_051565_,8.7µm
_052681_,8.7µm
_053904_,8.7µm
_054102_,8.7µm
_056130_,8.7µm
u_core.cs_registers_i.dscratch0_q\[6\],8.7µm
u_core.cs_registers_i.mscratch_q\[23\],8.7µm
u_core.id_stage_i.register_file_i.mem\[719\],8.7µm
u_qspi.rx_fifo\[20\]\[4\],8.7µm
u_qspi.rx_fifo\[23\]\[12\],8.7µm
u_qspi.rx_fifo\[60\]\[19\],8.7µm
u_qspi.tx_fifo\[17\]\[3\],8.7µm
u_qspi.tx_fifo\[52\]\[12\],8.7µm
u_qspi.tx_fifo\[61\]\[15\],8.7µm
u_uart2.u_rx.bit_cnt_r\[2\],8.7µm
net7345,8.7µm
net9636,8.7µm
net10044,8.7µm
net11317,8.7µm
net12552,8.7µm
_013517_,8.695µm
_030558_,8.695µm
u_core.id_stage_i.register_file_i.mem\[107\],8.695µm
_025239_,8.69µm
qspi_io_i[2],8.69µm
i2c_sda_oe,8.69µm
_002293_,8.685µm
_003916_,8.685µm
_004231_,8.685µm
_004415_,8.685µm
_004667_,8.685µm
_004835_,8.685µm
_005203_,8.685µm
_005293_,8.685µm
_005498_,8.685µm
_005541_,8.685µm
_005814_,8.685µm
_005870_,8.685µm
_006076_,8.685µm
_006313_,8.685µm
_006342_,8.685µm
_007347_,8.685µm
s11_rdata\[23\],8.685µm
_009159_,8.68µm
_009261_,8.68µm
_010694_,8.68µm
_010970_,8.68µm
_011898_,8.68µm
_015544_,8.68µm
_015867_,8.68µm
_018461_,8.68µm
_028974_,8.68µm
_035009_,8.68µm
_036147_,8.68µm
_037332_,8.68µm
_038551_,8.68µm
_039432_,8.68µm
_040029_,8.68µm
_040745_,8.68µm
_042330_,8.68µm
_042563_,8.68µm
_043279_,8.68µm
_045483_,8.68µm
_046287_,8.68µm
_047487_,8.68µm
_054995_,8.68µm
_055318_,8.68µm
u_data_ram.rdata_hold\[28\],8.68µm
u_qspi.rx_fifo\[20\]\[1\],8.68µm
u_qspi.tx_fifo\[0\]\[1\],8.68µm
u_qspi.tx_fifo\[40\]\[16\],8.68µm
u_qspi.tx_fifo\[44\]\[21\],8.68µm
u_uart2.u_rx_fifo.mem\[13\]\[2\],8.68µm
u_uart2.u_rx_fifo.mem\[14\]\[3\],8.68µm
u_uart2.u_rx_fifo.mem\[45\]\[4\],8.68µm
net8308,8.68µm
net10229,8.68µm
net12088,8.68µm
net12613,8.68µm
net13685,8.68µm
net14345,8.68µm
net14891,8.68µm
net16052,8.68µm
net16099,8.68µm
net16142,8.68µm
u_uart1.reg_rdr_r\[2\],8.675µm
_013991_,8.67µm
_001379_,8.665µm
_003054_,8.665µm
_006082_,8.665µm
_040585_,8.665µm
u_core.cs_registers_i.mscratch_q\[30\],8.665µm
u_uart2.reg_irq_en_r\[17\],8.665µm
_008413_,8.66µm
_008711_,8.66µm
_012315_,8.66µm
_014320_,8.66µm
_018467_,8.66µm
_018882_,8.66µm
_023750_,8.66µm
_023932_,8.66µm
_024312_,8.66µm
_024427_,8.66µm
_025131_,8.66µm
_025200_,8.66µm
_025568_,8.66µm
_025576_,8.66µm
_025733_,8.66µm
_025837_,8.66µm
_026124_,8.66µm
_026127_,8.66µm
_026864_,8.66µm
_028854_,8.66µm
_029302_,8.66µm
_029447_,8.66µm
_029561_,8.66µm
_029577_,8.66µm
_029879_,8.66µm
_031084_,8.66µm
_031087_,8.66µm
_031245_,8.66µm
_031414_,8.66µm
_031644_,8.66µm
_031674_,8.66µm
_032176_,8.66µm
_034653_,8.66µm
_035974_,8.66µm
_036347_,8.66µm
_038219_,8.66µm
_038342_,8.66µm
_038573_,8.66µm
_040057_,8.66µm
_042402_,8.66µm
_042802_,8.66µm
_042909_,8.66µm
_043113_,8.66µm
_043150_,8.66µm
_043366_,8.66µm
_043562_,8.66µm
_044371_,8.66µm
_044375_,8.66µm
_044518_,8.66µm
_045345_,8.66µm
_046282_,8.66µm
_046587_,8.66µm
_046860_,8.66µm
_047021_,8.66µm
_047349_,8.66µm
_047741_,8.66µm
_048108_,8.66µm
_049280_,8.66µm
_049988_,8.66µm
_051088_,8.66µm
_051454_,8.66µm
_052179_,8.66µm
_052316_,8.66µm
jtag_m_wdata\[1\],8.66µm
u_gpio.gpio_in_q3\[10\],8.66µm
u_npu.ram_wdata_a\[13\],8.66µm
u_qspi.rx_fifo\[30\]\[13\],8.66µm
u_qspi.rx_fifo\[31\]\[31\],8.66µm
u_qspi.rx_fifo\[41\]\[20\],8.66µm
u_qspi.rx_fifo\[41\]\[29\],8.66µm
u_qspi.rx_fifo\[50\]\[24\],8.66µm
u_qspi.rx_fifo\[61\]\[9\],8.66µm
u_qspi.tx_fifo\[27\]\[4\],8.66µm
u_qspi.tx_fifo\[31\]\[21\],8.66µm
u_qspi.tx_fifo\[39\]\[21\],8.66µm
u_qspi.tx_fifo\[7\]\[12\],8.66µm
u_uart2.u_rx_fifo.mem\[161\]\[4\],8.66µm
u_uart2.u_rx_fifo.mem\[18\]\[2\],8.66µm
u_uart2.u_rx_fifo.mem\[201\]\[2\],8.66µm
u_uart2.u_rx_fifo.mem\[204\]\[4\],8.66µm
u_uart2.u_rx_fifo.mem\[233\]\[1\],8.66µm
u_uart2.u_rx_fifo.mem\[71\]\[3\],8.66µm
net9110,8.66µm
net9160,8.66µm
net10711,8.66µm
net13931,8.66µm
_010756_,8.655µm
_013858_,8.655µm
_017034_,8.655µm
_038839_,8.65µm
_000486_,8.64µm
_004327_,8.64µm
_007183_,8.64µm
_010215_,8.64µm
_016805_,8.64µm
_017093_,8.64µm
_017486_,8.64µm
_018561_,8.64µm
_018830_,8.64µm
_023805_,8.64µm
_025436_,8.64µm
_025558_,8.64µm
_031080_,8.64µm
_034014_,8.64µm
_035578_,8.64µm
_037024_,8.64µm
_037075_,8.64µm
_040347_,8.64µm
_045270_,8.64µm
_049310_,8.64µm
_049311_,8.64µm
_054729_,8.64µm
_056097_,8.64µm
u_npu.u_npu_csr.reg_in_addr\[14\],8.64µm
u_qspi.rx_fifo\[23\]\[17\],8.64µm
u_qspi.rx_fifo\[38\]\[7\],8.64µm
u_qspi.tx_fifo\[28\]\[7\],8.64µm
u_qspi.tx_fifo\[3\]\[3\],8.64µm
u_uart2.u_rx_fifo.mem\[135\]\[0\],8.64µm
u_uart2.u_rx_fifo.mem\[42\]\[7\],8.64µm
net7281,8.64µm
net7319,8.64µm
net8507,8.64µm
net9711,8.64µm
net10913,8.64µm
net11957,8.64µm
net15169,8.64µm
net15712,8.64µm
_002977_,8.635µm
_006352_,8.635µm
_021111_,8.63µm
_023031_,8.63µm
_040344_,8.63µm
_041564_,8.63µm
_054522_,8.63µm
_000575_,8.625µm
_003610_,8.625µm
_021630_,8.625µm
_054277_,8.625µm
_001161_,8.62µm
_007685_,8.62µm
_009794_,8.62µm
_010379_,8.62µm
_010825_,8.62µm
_011024_,8.62µm
_012949_,8.62µm
_013151_,8.62µm
_014150_,8.62µm
_014736_,8.62µm
_015782_,8.62µm
_019306_,8.62µm
_022497_,8.62µm
_022674_,8.62µm
_023677_,8.62µm
_026963_,8.62µm
_027716_,8.62µm
_029118_,8.62µm
_029180_,8.62µm
_036310_,8.62µm
_036315_,8.62µm
_038019_,8.62µm
_039468_,8.62µm
_039689_,8.62µm
_040273_,8.62µm
_040444_,8.62µm
_041384_,8.62µm
_042027_,8.62µm
_043283_,8.62µm
_045215_,8.62µm
_047107_,8.62µm
_048628_,8.62µm
_049154_,8.62µm
_049793_,8.62µm
_050438_,8.62µm
_052965_,8.62µm
_055340_,8.62µm
_056004_,8.62µm
_056577_,8.62µm
_056847_,8.62µm
u_npu.u_npu_csr.reg_out_addr\[18\],8.62µm
u_qspi.rx_fifo\[55\]\[18\],8.62µm
u_qspi.tx_fifo\[11\]\[7\],8.62µm
u_uart2.u_rx_fifo.mem\[129\]\[2\],8.62µm
u_uart2.u_rx_fifo.mem\[57\]\[5\],8.62µm
u_uart2.u_rx_fifo.mem\[93\]\[1\],8.62µm
u_uart2.u_rx_fifo.mem\[93\]\[2\],8.62µm
net14039,8.62µm
net14052,8.62µm
net14924,8.62µm
_001435_,8.615µm
_001682_,8.615µm
_001921_,8.615µm
_002021_,8.615µm
_002147_,8.615µm
_002342_,8.615µm
_002365_,8.615µm
_003784_,8.615µm
_003820_,8.615µm
_004067_,8.615µm
_004344_,8.615µm
_004449_,8.615µm
_005385_,8.615µm
_005495_,8.615µm
_005547_,8.615µm
_006018_,8.615µm
_006439_,8.615µm
_006637_,8.615µm
_006788_,8.615µm
_006828_,8.615µm
_006921_,8.615µm
_006922_,8.615µm
_007149_,8.615µm
_025257_,8.615µm
_033575_,8.615µm
_055640_,8.615µm
_028480_,8.61µm
_030840_,8.61µm
_053147_,8.61µm
_003047_,8.605µm
_009302_,8.6µm
_009908_,8.6µm
_010488_,8.6µm
_010757_,8.6µm
_010780_,8.6µm
_011431_,8.6µm
_016666_,8.6µm
_020826_,8.6µm
_021332_,8.6µm
_023139_,8.6µm
_024119_,8.6µm
_024640_,8.6µm
_025565_,8.6µm
_025964_,8.6µm
_027526_,8.6µm
_029305_,8.6µm
_029679_,8.6µm
_034010_,8.6µm
_034587_,8.6µm
_037824_,8.6µm
_047241_,8.6µm
_047446_,8.6µm
_047767_,8.6µm
_048266_,8.6µm
_053994_,8.6µm
u_i2c.reg_rdr\[4\],8.6µm
u_jtag.tap_state\[10\],8.6µm
u_qspi.rx_fifo\[47\]\[22\],8.6µm
u_qspi.rx_fifo\[61\]\[7\],8.6µm
u_qspi.tx_fifo\[13\]\[6\],8.6µm
u_uart2.u_rx_fifo.mem\[137\]\[1\],8.6µm
u_uart2.u_rx_fifo.mem\[157\]\[3\],8.6µm
u_uart2.u_rx_fifo.mem\[196\]\[7\],8.6µm
net7610,8.6µm
net9361,8.6µm
_025202_,8.59µm
_038566_,8.59µm
_044463_,8.59µm
_001562_,8.585µm
_001612_,8.585µm
_002666_,8.585µm
_005490_,8.585µm
_005629_,8.585µm
_006124_,8.585µm
_007110_,8.585µm
_009631_,8.585µm
_052727_,8.585µm
_054794_,8.585µm
_012293_,8.58µm
_017361_,8.58µm
_017750_,8.58µm
_019339_,8.58µm
_019419_,8.58µm
_025574_,8.58µm
_027911_,8.58µm
_029169_,8.58µm
_029894_,8.58µm
_030257_,8.58µm
_030902_,8.58µm
_031025_,8.58µm
_031386_,8.58µm
_032048_,8.58µm
_033147_,8.58µm
_035949_,8.58µm
_037005_,8.58µm
_039904_,8.58µm
_040268_,8.58µm
_041625_,8.58µm
_042310_,8.58µm
_043716_,8.58µm
_044884_,8.58µm
_046358_,8.58µm
_050893_,8.58µm
s5_arready,8.58µm
u_qspi.rx_fifo\[17\]\[15\],8.58µm
u_qspi.rx_fifo\[35\]\[3\],8.58µm
u_qspi.rx_fifo\[54\]\[13\],8.58µm
u_qspi.tx_fifo\[45\]\[21\],8.58µm
u_qspi.tx_fifo\[51\]\[21\],8.58µm
net6805,8.58µm
net8461,8.58µm
net8988,8.58µm
net9300,8.58µm
net14779,8.58µm
_002947_,8.575µm
_026170_,8.57µm
_048933_,8.57µm
_002295_,8.565µm
_004993_,8.565µm
_005930_,8.565µm
_006393_,8.565µm
_000229_,8.56µm
_000430_,8.56µm
_000974_,8.56µm
_009904_,8.56µm
_009905_,8.56µm
_013073_,8.56µm
_013383_,8.56µm
_013979_,8.56µm
_014019_,8.56µm
_014192_,8.56µm
_014477_,8.56µm
_016295_,8.56µm
_017397_,8.56µm
_018843_,8.56µm
_018862_,8.56µm
_019038_,8.56µm
_021315_,8.56µm
_021908_,8.56µm
_022179_,8.56µm
_022512_,8.56µm
_024595_,8.56µm
_024873_,8.56µm
_025117_,8.56µm
_025332_,8.56µm
_025701_,8.56µm
_025963_,8.56µm
_025966_,8.56µm
_026057_,8.56µm
_026211_,8.56µm
_026573_,8.56µm
_026975_,8.56µm
_027919_,8.56µm
_028245_,8.56µm
_029791_,8.56µm
_031991_,8.56µm
_031998_,8.56µm
_032768_,8.56µm
_033512_,8.56µm
_034022_,8.56µm
_034705_,8.56µm
_035039_,8.56µm
_036160_,8.56µm
_036628_,8.56µm
_037219_,8.56µm
_037222_,8.56µm
_038591_,8.56µm
_039558_,8.56µm
_040544_,8.56µm
_041386_,8.56µm
_041735_,8.56µm
_044400_,8.56µm
_044408_,8.56µm
_044546_,8.56µm
_046434_,8.56µm
_046570_,8.56µm
_048089_,8.56µm
_049498_,8.56µm
_049584_,8.56µm
_049777_,8.56µm
_051222_,8.56µm
_053629_,8.56µm
_053674_,8.56µm
_053730_,8.56µm
_055818_,8.56µm
_056929_,8.56µm
_056946_,8.56µm
jtag_m_wdata\[31\],8.56µm
u_core.cs_registers_i.dscratch0_q\[5\],8.56µm
u_core.id_stage_i.register_file_i.mem\[631\],8.56µm
u_core.if_stage_i.prefetch_buffer_i.instruction_obi_i.gen_no_trans_stable.obi_addr_q\[3\],8.56µm
u_gpio.status_lvl_high\[15\],8.56µm
