net,length_um
u_npu.u_npu_engine.state\[25\],7.98µm
u_qspi.rx_fifo\[12\]\[13\],7.98µm
u_qspi.rx_fifo\[2\]\[13\],7.98µm
u_qspi.rx_fifo\[2\]\[3\],7.98µm
u_qspi.rx_fifo\[30\]\[29\],7.98µm
u_qspi.rx_fifo\[48\]\[9\],7.98µm
u_qspi.rx_fifo\[56\]\[27\],7.98µm
u_qspi.tx_fifo\[0\]\[7\],7.98µm
u_qspi.tx_fifo\[24\]\[11\],7.98µm
u_qspi.tx_fifo\[24\]\[24\],7.98µm
u_qspi.tx_fifo\[30\]\[1\],7.98µm
u_qspi.tx_fifo\[31\]\[15\],7.98µm
u_qspi.tx_fifo\[38\]\[2\],7.98µm
u_uart2.reg_irq_en_r\[29\],7.98µm
u_uart2.u_rx_fifo.mem\[108\]\[1\],7.98µm
u_uart2.u_rx_fifo.mem\[112\]\[3\],7.98µm
u_uart2.u_rx_fifo.mem\[226\]\[6\],7.98µm
u_uart2.u_rx_fifo.mem\[24\]\[4\],7.98µm
u_uart2.u_rx_fifo.mem\[36\]\[4\],7.98µm
u_uart2.u_rx_fifo.mem\[78\]\[3\],7.98µm
net10351,7.98µm
net10535,7.98µm
net13692,7.98µm
net15891,7.98µm
net16361,7.98µm
net17331,7.98µm
net17480,7.98µm
net20246,7.98µm
net20593,7.98µm
net20602,7.98µm
net20635,7.98µm
net20873,7.98µm
net21045,7.98µm
net21504,7.98µm
net21614,7.98µm
net21943,7.98µm
net23242,7.98µm
net23517,7.98µm
net24420,7.98µm
net24809,7.98µm
_022890_,7.975µm
_036419_,7.97µm
_044166_,7.97µm
_004334_,7.965µm
_002814_,7.96µm
_004022_,7.96µm
_005510_,7.96µm
_006244_,7.96µm
_007155_,7.96µm
_007289_,7.96µm
_012182_,7.96µm
_012183_,7.96µm
_013527_,7.96µm
_014910_,7.96µm
_016462_,7.96µm
_016763_,7.96µm
_018878_,7.96µm
_019008_,7.96µm
_019039_,7.96µm
_019211_,7.96µm
_020042_,7.96µm
_020346_,7.96µm
_020613_,7.96µm
_023351_,7.96µm
_023748_,7.96µm
_024266_,7.96µm
_024888_,7.96µm
_025593_,7.96µm
_029584_,7.96µm
_030219_,7.96µm
_032913_,7.96µm
_035464_,7.96µm
_036785_,7.96µm
_036797_,7.96µm
_038031_,7.96µm
_039012_,7.96µm
_039183_,7.96µm
_039415_,7.96µm
_039815_,7.96µm
_040519_,7.96µm
_040577_,7.96µm
_040650_,7.96µm
_040923_,7.96µm
_040935_,7.96µm
_040952_,7.96µm
_040959_,7.96µm
_040969_,7.96µm
_041033_,7.96µm
_041158_,7.96µm
_041224_,7.96µm
_041365_,7.96µm
_041519_,7.96µm
_041601_,7.96µm
_041712_,7.96µm
_041837_,7.96µm
_041933_,7.96µm
_041940_,7.96µm
_042083_,7.96µm
_042587_,7.96µm
_042829_,7.96µm
_042967_,7.96µm
_043233_,7.96µm
_043247_,7.96µm
_043465_,7.96µm
_043513_,7.96µm
_043792_,7.96µm
_043811_,7.96µm
_043823_,7.96µm
_044085_,7.96µm
_044320_,7.96µm
_044373_,7.96µm
_044671_,7.96µm
_044729_,7.96µm
_044868_,7.96µm
_044957_,7.96µm
_045038_,7.96µm
_045041_,7.96µm
_045045_,7.96µm
_045116_,7.96µm
_045517_,7.96µm
_045610_,7.96µm
_045618_,7.96µm
_045817_,7.96µm
_046046_,7.96µm
_046131_,7.96µm
_046152_,7.96µm
_046163_,7.96µm
_046240_,7.96µm
_046343_,7.96µm
_046396_,7.96µm
_046447_,7.96µm
_046644_,7.96µm
_046920_,7.96µm
_046939_,7.96µm
_047073_,7.96µm
_047089_,7.96µm
_047221_,7.96µm
_047263_,7.96µm
_047462_,7.96µm
_047478_,7.96µm
_047514_,7.96µm
_047527_,7.96µm
_047986_,7.96µm
_048073_,7.96µm
_049056_,7.96µm
_049486_,7.96µm
_051917_,7.96µm
_051951_,7.96µm
_051971_,7.96µm
_052738_,7.96µm
_052772_,7.96µm
_053378_,7.96µm
_056383_,7.96µm
_056610_,7.96µm
_056721_,7.96µm
_057410_,7.96µm
_057566_,7.96µm
_057676_,7.96µm
_062715_,7.96µm
_064376_,7.96µm
_064907_,7.96µm
_066064_,7.96µm
_066127_,7.96µm
_066589_,7.96µm
_067831_,7.96µm
_068747_,7.96µm
_069493_,7.96µm
_069932_,7.96µm
_070306_,7.96µm
_070933_,7.96µm
_071102_,7.96µm
_071207_,7.96µm
_071554_,7.96µm
_071621_,7.96µm
_071729_,7.96µm
_072076_,7.96µm
_074992_,7.96µm
_075163_,7.96µm
_075833_,7.96µm
_075880_,7.96µm
_077182_,7.96µm
_077670_,7.96µm
_078685_,7.96µm
_078903_,7.96µm
_082613_,7.96µm
_083800_,7.96µm
_085731_,7.96µm
_086829_,7.96µm
_086841_,7.96µm
_087684_,7.96µm
_088366_,7.96µm
u_core.cs_registers_i.dscratch0_q\[16\],7.96µm
u_npu.u_npu_engine.conv_acc\[146\],7.96µm
u_npu.u_npu_engine.probs\[16\],7.96µm
u_qspi.rx_fifo\[31\]\[26\],7.96µm
u_qspi.rx_fifo\[39\]\[12\],7.96µm
u_qspi.rx_fifo\[44\]\[27\],7.96µm
u_qspi.rx_fifo\[55\]\[17\],7.96µm
u_qspi.tx_fifo\[25\]\[0\],7.96µm
u_qspi.tx_fifo\[26\]\[12\],7.96µm
u_qspi.tx_fifo\[27\]\[19\],7.96µm
u_qspi.tx_fifo\[45\]\[3\],7.96µm
net17907,7.96µm
net21431,7.96µm
_051563_,7.955µm
_073618_,7.955µm
_074582_,7.955µm
u_core.id_stage_i.register_file_i.mem\[531\],7.955µm
_053690_,7.95µm
_055748_,7.95µm
_068378_,7.95µm
_001436_,7.945µm
_002932_,7.945µm
_003982_,7.945µm
_004805_,7.945µm
_005309_,7.945µm
_007519_,7.945µm
_048208_,7.945µm
u_uart2.u_rx_fifo.mem\[1\]\[7\],7.945µm
net11470,7.945µm
_008872_,7.94µm
_009177_,7.94µm
_009859_,7.94µm
_011375_,7.94µm
_012497_,7.94µm
_012841_,7.94µm
_013157_,7.94µm
_013482_,7.94µm
_013498_,7.94µm
_013980_,7.94µm
_013989_,7.94µm
_015241_,7.94µm
_015851_,7.94µm
_017475_,7.94µm
_018442_,7.94µm
_018616_,7.94µm
_019545_,7.94µm
_019884_,7.94µm
_019893_,7.94µm
_020855_,7.94µm
_021460_,7.94µm
_021955_,7.94µm
_022209_,7.94µm
_022469_,7.94µm
_022695_,7.94µm
_022889_,7.94µm
_022935_,7.94µm
_023236_,7.94µm
_023307_,7.94µm
_023584_,7.94µm
_024626_,7.94µm
_024646_,7.94µm
_024729_,7.94µm
_024904_,7.94µm
_025187_,7.94µm
_025275_,7.94µm
_025760_,7.94µm
_026154_,7.94µm
_026210_,7.94µm
_026224_,7.94µm
_026244_,7.94µm
_026291_,7.94µm
_026389_,7.94µm
_026423_,7.94µm
_028278_,7.94µm
_028818_,7.94µm
_028838_,7.94µm
_030044_,7.94µm
_031546_,7.94µm
_033475_,7.94µm
_033530_,7.94µm
_034571_,7.94µm
_035510_,7.94µm
_035553_,7.94µm
_035915_,7.94µm
_036372_,7.94µm
_036543_,7.94µm
_036792_,7.94µm
_037183_,7.94µm
_037211_,7.94µm
_037870_,7.94µm
_039455_,7.94µm
_039794_,7.94µm
_039824_,7.94µm
_040118_,7.94µm
_040147_,7.94µm
_040355_,7.94µm
_040378_,7.94µm
_040510_,7.94µm
_040543_,7.94µm
_040774_,7.94µm
_040856_,7.94µm
_040937_,7.94µm
_040961_,7.94µm
_041032_,7.94µm
_041147_,7.94µm
_041218_,7.94µm
_041259_,7.94µm
_041283_,7.94µm
_041382_,7.94µm
_041435_,7.94µm
_041511_,7.94µm
_041545_,7.94µm
_041569_,7.94µm
_041575_,7.94µm
_041633_,7.94µm
_041704_,7.94µm
_041720_,7.94µm
_041794_,7.94µm
_041904_,7.94µm
_042709_,7.94µm
_042755_,7.94µm
_042780_,7.94µm
_042788_,7.94µm
_042791_,7.94µm
_042841_,7.94µm
_042846_,7.94µm
_043151_,7.94µm
_043361_,7.94µm
_043483_,7.94µm
_043542_,7.94µm
_043590_,7.94µm
_043634_,7.94µm
_043659_,7.94µm
_043671_,7.94µm
_043765_,7.94µm
_043777_,7.94µm
_043788_,7.94µm
_043898_,7.94µm
_043951_,7.94µm
_044016_,7.94µm
_044127_,7.94µm
_044201_,7.94µm
_044202_,7.94µm
_044216_,7.94µm
_044263_,7.94µm
_044301_,7.94µm
_044345_,7.94µm
_044348_,7.94µm
_044390_,7.94µm
_044410_,7.94µm
_044523_,7.94µm
_044595_,7.94µm
_044610_,7.94µm
_044621_,7.94µm
_044701_,7.94µm
_044726_,7.94µm
_044756_,7.94µm
_044764_,7.94µm
_044775_,7.94µm
_044890_,7.94µm
_044986_,7.94µm
_045029_,7.94µm
_045052_,7.94µm
_045089_,7.94µm
_045437_,7.94µm
_045556_,7.94µm
_045966_,7.94µm
_046298_,7.94µm
_046522_,7.94µm
_046538_,7.94µm
_046864_,7.94µm
_046993_,7.94µm
_047037_,7.94µm
_047084_,7.94µm
_047340_,7.94µm
_047483_,7.94µm
_048489_,7.94µm
_048915_,7.94µm
_049249_,7.94µm
_049356_,7.94µm
_049405_,7.94µm
_049610_,7.94µm
_050445_,7.94µm
_051364_,7.94µm
_051805_,7.94µm
_051872_,7.94µm
_052250_,7.94µm
_052301_,7.94µm
_052602_,7.94µm
_053111_,7.94µm
_053695_,7.94µm
_053716_,7.94µm
_054697_,7.94µm
_054783_,7.94µm
_054954_,7.94µm
_055629_,7.94µm
_055661_,7.94µm
_056809_,7.94µm
_056903_,7.94µm
_057165_,7.94µm
_057894_,7.94µm
_058839_,7.94µm
_059767_,7.94µm
_060232_,7.94µm
_060381_,7.94µm
_061407_,7.94µm
_061588_,7.94µm
_061697_,7.94µm
_062545_,7.94µm
_062831_,7.94µm
_063027_,7.94µm
_063130_,7.94µm
_064305_,7.94µm
_064318_,7.94µm
_064384_,7.94µm
_064522_,7.94µm
_064629_,7.94µm
_065082_,7.94µm
_065396_,7.94µm
_065643_,7.94µm
_065987_,7.94µm
_066289_,7.94µm
_066414_,7.94µm
_066758_,7.94µm
_066782_,7.94µm
_067171_,7.94µm
_067585_,7.94µm
_068211_,7.94µm
_068465_,7.94µm
_068626_,7.94µm
_069036_,7.94µm
_070925_,7.94µm
_071480_,7.94µm
_071603_,7.94µm
_071710_,7.94µm
_072220_,7.94µm
_072249_,7.94µm
_072288_,7.94µm
_072495_,7.94µm
_073203_,7.94µm
_073541_,7.94µm
_073910_,7.94µm
_074827_,7.94µm
_075033_,7.94µm
_075256_,7.94µm
_075526_,7.94µm
_076162_,7.94µm
_076646_,7.94µm
_076863_,7.94µm
_078533_,7.94µm
_078909_,7.94µm
_079192_,7.94µm
_079748_,7.94µm
_080248_,7.94µm
_080472_,7.94µm
_080556_,7.94µm
_080613_,7.94µm
_080989_,7.94µm
_081098_,7.94µm
_081280_,7.94µm
_081292_,7.94µm
_082689_,7.94µm
_082804_,7.94µm
_083285_,7.94µm
_083462_,7.94µm
_083707_,7.94µm
_084129_,7.94µm
_084510_,7.94µm
_084831_,7.94µm
_084898_,7.94µm
_085899_,7.94µm
_086214_,7.94µm
_087883_,7.94µm
_088732_,7.94µm
net69,7.94µm
s3_arready,7.94µm
u_core.id_stage_i.register_file_i.mem\[523\],7.94µm
u_uart2.u_rx_fifo.mem\[139\]\[5\],7.94µm
net9893,7.94µm
net10750,7.94µm
net13396,7.94µm
net13639,7.94µm
net19703,7.94µm
net20845,7.94µm
net21477,7.94µm
net22999,7.94µm
_074647_,7.93µm
net17709,7.93µm
_003652_,7.925µm
_005514_,7.925µm
_005874_,7.925µm
_036574_,7.925µm
_001683_,7.92µm
_007336_,7.92µm
_009141_,7.92µm
_009637_,7.92µm
_014772_,7.92µm
_021561_,7.92µm
_035808_,7.92µm
_035992_,7.92µm
_040227_,7.92µm
_049677_,7.92µm
_049692_,7.92µm
_061167_,7.92µm
_065919_,7.92µm
_073853_,7.92µm
_076306_,7.92µm
_076977_,7.92µm
_078790_,7.92µm
_080101_,7.92µm
_087283_,7.92µm
u_uart2.u_rx_fifo.mem\[154\]\[2\],7.92µm
u_uart2.u_rx_fifo.mem\[218\]\[5\],7.92µm
u_uart2.u_rx_fifo.mem\[70\]\[1\],7.92µm
net10469,7.92µm
net14536,7.92µm
net14657,7.92µm
net14743,7.92µm
net17929,7.92µm
net18513,7.92µm
net19872,7.92µm
net20383,7.92µm
net21126,7.92µm
net21631,7.92µm
net22610,7.92µm
net22886,7.92µm
net24218,7.92µm
_056509_,7.915µm
_066869_,7.915µm
_032298_,7.91µm
_080503_,7.91µm
_080557_,7.91µm
net11978,7.91µm
net20506,7.91µm
net24879,7.91µm
_006354_,7.905µm
_006510_,7.905µm
_007235_,7.905µm
_000242_,7.9µm
_007639_,7.9µm
_012149_,7.9µm
_012301_,7.9µm
_012567_,7.9µm
_013413_,7.9µm
_014896_,7.9µm
_016670_,7.9µm
_017037_,7.9µm
_018807_,7.9µm
_019062_,7.9µm
_019234_,7.9µm
_020163_,7.9µm
_020206_,7.9µm
_021280_,7.9µm
_024345_,7.9µm
_024371_,7.9µm
_025796_,7.9µm
_025894_,7.9µm
_026480_,7.9µm
_028852_,7.9µm
_029098_,7.9µm
_029644_,7.9µm
_030747_,7.9µm
_031642_,7.9µm
_032302_,7.9µm
_032481_,7.9µm
_033030_,7.9µm
_033433_,7.9µm
_034472_,7.9µm
_035317_,7.9µm
_036786_,7.9µm
_037082_,7.9µm
_039262_,7.9µm
_039705_,7.9µm
_040245_,7.9µm
_042797_,7.9µm
_049214_,7.9µm
_049252_,7.9µm
_049592_,7.9µm
_050303_,7.9µm
_051808_,7.9µm
_053390_,7.9µm
_053480_,7.9µm
_053600_,7.9µm
_054206_,7.9µm
_055206_,7.9µm
_055237_,7.9µm
_055975_,7.9µm
_056628_,7.9µm
_057415_,7.9µm
_057429_,7.9µm
_057869_,7.9µm
_057937_,7.9µm
_058424_,7.9µm
_058670_,7.9µm
_060636_,7.9µm
_062292_,7.9µm
_063050_,7.9µm
_063771_,7.9µm
_063790_,7.9µm
_064058_,7.9µm
_065171_,7.9µm
_066498_,7.9µm
_066914_,7.9µm
_068010_,7.9µm
_071146_,7.9µm
_073177_,7.9µm
_073779_,7.9µm
_074232_,7.9µm
_074355_,7.9µm
_075761_,7.9µm
_078141_,7.9µm
_079016_,7.9µm
_079570_,7.9µm
_079809_,7.9µm
_080351_,7.9µm
_081721_,7.9µm
_082141_,7.9µm
_082365_,7.9µm
_083316_,7.9µm
_084192_,7.9µm
_085011_,7.9µm
_085020_,7.9µm
_086242_,7.9µm
_086834_,7.9µm
_087759_,7.9µm
_088647_,7.9µm
u_i2c.shift_out\[3\],7.9µm
u_qspi.rx_fifo\[11\]\[3\],7.9µm
u_qspi.rx_fifo\[26\]\[7\],7.9µm
u_qspi.rx_fifo\[56\]\[18\],7.9µm
u_qspi.rx_fifo\[60\]\[19\],7.9µm
u_qspi.tx_fifo\[3\]\[17\],7.9µm
u_qspi.tx_fifo\[46\]\[23\],7.9µm
u_qspi.tx_fifo\[5\]\[20\],7.9µm
u_uart2.u_rx_fifo.mem\[136\]\[5\],7.9µm
u_uart2.u_rx_fifo.mem\[200\]\[4\],7.9µm
u_uart2.u_rx_fifo.mem\[84\]\[1\],7.9µm
net11969,7.9µm
net13164,7.9µm
net14275,7.9µm
net14312,7.9µm
net14985,7.9µm
net15987,7.9µm
net15999,7.9µm
net16036,7.9µm
net16051,7.9µm
net16088,7.9µm
net16138,7.9µm
net16147,7.9µm
net17437,7.9µm
net17739,7.9µm
net18175,7.9µm
net19408,7.9µm
net20043,7.9µm
net20979,7.9µm
net23384,7.9µm
net24782,7.9µm
_083694_,7.895µm
u_uart2.u_rx_fifo.mem\[141\]\[3\],7.895µm
_023785_,7.89µm
_026114_,7.89µm
_028284_,7.89µm
_039016_,7.89µm
_041548_,7.89µm
_041893_,7.89µm
_044558_,7.89µm
_049938_,7.89µm
_069475_,7.89µm
_071524_,7.89µm
_071988_,7.89µm
u_uart2.u_rx_fifo.mem\[87\]\[0\],7.89µm
_006552_,7.885µm
u_uart2.u_rx_fifo.mem\[23\]\[0\],7.885µm
_001760_,7.88µm
_002924_,7.88µm
_003219_,7.88µm
_003944_,7.88µm
_005562_,7.88µm
_005908_,7.88µm
_006111_,7.88µm
_006223_,7.88µm
_006465_,7.88µm
_012142_,7.88µm
_012679_,7.88µm
_012871_,7.88µm
_014450_,7.88µm
_014638_,7.88µm
_014926_,7.88µm
_015902_,7.88µm
_019359_,7.88µm
_023417_,7.88µm
_027004_,7.88µm
_049568_,7.88µm
_053368_,7.88µm
_054459_,7.88µm
_057080_,7.88µm
_061648_,7.88µm
_062719_,7.88µm
_063798_,7.88µm
_064375_,7.88µm
_066417_,7.88µm
_074234_,7.88µm
_074407_,7.88µm
_074925_,7.88µm
_075917_,7.88µm
_078078_,7.88µm
_078706_,7.88µm
_080918_,7.88µm
_081987_,7.88µm
_083072_,7.88µm
_083461_,7.88µm
_084195_,7.88µm
_085294_,7.88µm
u_core.ex_stage_i.alu_i.alu_div_i.ResReg_DP\[20\],7.88µm
u_qspi.rx_fifo\[13\]\[1\],7.88µm
u_qspi.rx_fifo\[27\]\[21\],7.88µm
u_qspi.rx_fifo\[41\]\[11\],7.88µm
u_qspi.tx_fifo\[27\]\[26\],7.88µm
u_qspi.tx_fifo\[53\]\[28\],7.88µm
u_qspi.tx_fifo\[62\]\[1\],7.88µm
u_qspi.tx_fifo\[6\]\[15\],7.88µm
u_uart2.u_rx_fifo.mem\[188\]\[3\],7.88µm
u_uart2.u_rx_fifo.mem\[209\]\[1\],7.88µm
net11188,7.88µm
net12977,7.88µm
net14280,7.88µm
net14655,7.88µm
net14833,7.88µm
net15621,7.88µm
net16449,7.88µm
net16616,7.88µm
net16974,7.88µm
net17099,7.88µm
net17165,7.88µm
net17535,7.88µm
net17552,7.88µm
net17733,7.88µm
net17903,7.88µm
net18314,7.88µm
net18372,7.88µm
net18542,7.88µm
net20097,7.88µm
net22098,7.88µm
net22391,7.88µm
net24415,7.88µm
u_uart2.u_rx_fifo.mem\[234\]\[4\],7.875µm
_037424_,7.87µm
_009620_,7.865µm
_083976_,7.865µm
net19041,7.865µm
_000349_,7.86µm
_006290_,7.86µm
_007671_,7.86µm
_010161_,7.86µm
_011023_,7.86µm
_011263_,7.86µm
_012562_,7.86µm
_012923_,7.86µm
_012954_,7.86µm
_012962_,7.86µm
_012978_,7.86µm
_013095_,7.86µm
_013148_,7.86µm
_013272_,7.86µm
_013357_,7.86µm
_013566_,7.86µm
_013749_,7.86µm
_014165_,7.86µm
_014444_,7.86µm
_014797_,7.86µm
_014812_,7.86µm
_014890_,7.86µm
_015444_,7.86µm
_015585_,7.86µm
_015684_,7.86µm
_015690_,7.86µm
_015844_,7.86µm
_015959_,7.86µm
_015960_,7.86µm
_016514_,7.86µm
_016565_,7.86µm
_016633_,7.86µm
_016649_,7.86µm
_016785_,7.86µm
_016846_,7.86µm
_016930_,7.86µm
_017072_,7.86µm
_017135_,7.86µm
_017308_,7.86µm
_017370_,7.86µm
_017546_,7.86µm
_018024_,7.86µm
_018704_,7.86µm
_018795_,7.86µm
_018997_,7.86µm
_019104_,7.86µm
_019120_,7.86µm
_019960_,7.86µm
_020034_,7.86µm
_020076_,7.86µm
_020139_,7.86µm
_020198_,7.86µm
_020361_,7.86µm
_020508_,7.86µm
_020623_,7.86µm
_020642_,7.86µm
_020684_,7.86µm
_021338_,7.86µm
_021943_,7.86µm
_022193_,7.86µm
_024274_,7.86µm
_025059_,7.86µm
_027667_,7.86µm
_027716_,7.86µm
_027726_,7.86µm
_028208_,7.86µm
_028273_,7.86µm
_029394_,7.86µm
_029573_,7.86µm
_030008_,7.86µm
_030684_,7.86µm
_031662_,7.86µm
_032556_,7.86µm
_034110_,7.86µm
_034368_,7.86µm
_034738_,7.86µm
_034947_,7.86µm
_035399_,7.86µm
_036156_,7.86µm
_036213_,7.86µm
_037295_,7.86µm
_037367_,7.86µm
_037921_,7.86µm
_038498_,7.86µm
_038873_,7.86µm
_039898_,7.86µm
_039942_,7.86µm
_041482_,7.86µm
_042574_,7.86µm
_042749_,7.86µm
_043297_,7.86µm
_049814_,7.86µm
_050243_,7.86µm
_050422_,7.86µm
_050435_,7.86µm
_050667_,7.86µm
_052178_,7.86µm
_052198_,7.86µm
_052654_,7.86µm
_052903_,7.86µm
_053447_,7.86µm
_053634_,7.86µm
_053847_,7.86µm
_054027_,7.86µm
_054173_,7.86µm
_054200_,7.86µm
_054638_,7.86µm
_055030_,7.86µm
_055587_,7.86µm
_056773_,7.86µm
_056868_,7.86µm
_057305_,7.86µm
_057632_,7.86µm
_057710_,7.86µm
_057802_,7.86µm
_057866_,7.86µm
_058219_,7.86µm
_058744_,7.86µm
_058857_,7.86µm
_058948_,7.86µm
_059275_,7.86µm
_059328_,7.86µm
_060069_,7.86µm
_060465_,7.86µm
_060535_,7.86µm
_060828_,7.86µm
_060847_,7.86µm
_060937_,7.86µm
_061184_,7.86µm
_061237_,7.86µm
_061245_,7.86µm
_062033_,7.86µm
_062295_,7.86µm
_062772_,7.86µm
_062920_,7.86µm
_063396_,7.86µm
_063414_,7.86µm
_063451_,7.86µm
_063473_,7.86µm
_063540_,7.86µm
_063686_,7.86µm
_064052_,7.86µm
_064323_,7.86µm
_064355_,7.86µm
_064503_,7.86µm
_064573_,7.86µm
_064741_,7.86µm
_065040_,7.86µm
_066443_,7.86µm
_066557_,7.86µm
_066593_,7.86µm
_066610_,7.86µm
_066623_,7.86µm
_067008_,7.86µm
_067142_,7.86µm
_067162_,7.86µm
_067810_,7.86µm
_068486_,7.86µm
_069132_,7.86µm
_069614_,7.86µm
_070013_,7.86µm
_070288_,7.86µm
_070313_,7.86µm
_072997_,7.86µm
_073076_,7.86µm
_073186_,7.86µm
_073206_,7.86µm
_074137_,7.86µm
_074451_,7.86µm
_075108_,7.86µm
_075169_,7.86µm
_075402_,7.86µm
_075431_,7.86µm
_075581_,7.86µm
_075982_,7.86µm
_076011_,7.86µm
_076027_,7.86µm
_076110_,7.86µm
_076299_,7.86µm
_076883_,7.86µm
_077542_,7.86µm
_077690_,7.86µm
_077900_,7.86µm
_077906_,7.86µm
_077913_,7.86µm
_077926_,7.86µm
_078214_,7.86µm
_078232_,7.86µm
_078380_,7.86µm
_078451_,7.86µm
_078642_,7.86µm
_078991_,7.86µm
_079168_,7.86µm
_079217_,7.86µm
_079273_,7.86µm
_079587_,7.86µm
_079913_,7.86µm
_079966_,7.86µm
_080058_,7.86µm
_080314_,7.86µm
_080531_,7.86µm
_080904_,7.86µm
_080973_,7.86µm
_080993_,7.86µm
_081259_,7.86µm
_081799_,7.86µm
_082232_,7.86µm
_082681_,7.86µm
_082787_,7.86µm
_082859_,7.86µm
_083660_,7.86µm
_084113_,7.86µm
_084342_,7.86µm
_084681_,7.86µm
_084974_,7.86µm
_085004_,7.86µm
_085823_,7.86µm
_085927_,7.86µm
_085972_,7.86µm
_086358_,7.86µm
_087016_,7.86µm
_087216_,7.86µm
_087513_,7.86µm
_087517_,7.86µm
_087674_,7.86µm
_087801_,7.86µm
_087851_,7.86µm
_088133_,7.86µm
_088168_,7.86µm
_088323_,7.86µm
_088438_,7.86µm
_088532_,7.86µm
_088536_,7.86µm
_088583_,7.86µm
u_core.id_stage_i.register_file_i.mem\[711\],7.86µm
u_npu.u_npu_engine.conv_acc\[229\],7.86µm
u_qspi.rx_fifo\[10\]\[19\],7.86µm
u_qspi.rx_fifo\[30\]\[31\],7.86µm
u_qspi.rx_fifo\[34\]\[22\],7.86µm
u_qspi.rx_fifo\[36\]\[9\],7.86µm
u_qspi.rx_fifo\[44\]\[11\],7.86µm
u_qspi.rx_fifo\[44\]\[9\],7.86µm
u_qspi.rx_fifo\[50\]\[27\],7.86µm
u_qspi.rx_fifo\[50\]\[6\],7.86µm
u_qspi.rx_fifo\[52\]\[3\],7.86µm
u_qspi.rx_fifo\[60\]\[10\],7.86µm
u_qspi.tx_fifo\[16\]\[0\],7.86µm
u_qspi.tx_fifo\[18\]\[19\],7.86µm
u_qspi.tx_fifo\[2\]\[10\],7.86µm
u_qspi.tx_fifo\[30\]\[20\],7.86µm
u_qspi.tx_fifo\[36\]\[19\],7.86µm
u_qspi.tx_fifo\[52\]\[30\],7.86µm
u_qspi.tx_fifo\[56\]\[11\],7.86µm
u_qspi.tx_fifo\[6\]\[16\],7.86µm
u_qspi.tx_fifo\[8\]\[31\],7.86µm
u_uart2.u_rx_fifo.mem\[14\]\[1\],7.86µm
u_uart2.u_rx_fifo.mem\[210\]\[3\],7.86µm
u_uart2.u_rx_fifo.mem\[25\]\[2\],7.86µm
u_uart2.u_rx_fifo.mem\[28\]\[5\],7.86µm
u_uart2.u_rx_fifo.wr_ptr_r\[8\],7.86µm
net9870,7.86µm
net11930,7.86µm
net13130,7.86µm
net14980,7.86µm
net15111,7.86µm
net15353,7.86µm
net16230,7.86µm
net16684,7.86µm
net16738,7.86µm
net16975,7.86µm
net17665,7.86µm
net17696,7.86µm
net18892,7.86µm
net20279,7.86µm
net20474,7.86µm
net20640,7.86µm
net20867,7.86µm
net21593,7.86µm
net21851,7.86µm
net24514,7.86µm
_002239_,7.855µm
_003699_,7.855µm
u_npu.u_npu_engine.probs\[50\],7.855µm
u_uart2.u_rx_fifo.mem\[90\]\[4\],7.855µm
net11314,7.855µm
net11854,7.855µm
_001678_,7.845µm
_001787_,7.845µm
_001865_,7.845µm
_003252_,7.845µm
_003312_,7.845µm
_003702_,7.845µm
_004470_,7.845µm
_004577_,7.845µm
_004691_,7.845µm
_005041_,7.845µm
_005084_,7.845µm
_005120_,7.845µm
_029472_,7.845µm
_008423_,7.84µm
_011034_,7.84µm
_011440_,7.84µm
_013619_,7.84µm
_022863_,7.84µm
_023063_,7.84µm
_024483_,7.84µm
_031790_,7.84µm
_032730_,7.84µm
_037570_,7.84µm
_038179_,7.84µm
_043956_,7.84µm
_044901_,7.84µm
_047912_,7.84µm
_048549_,7.84µm
_048899_,7.84µm
_052341_,7.84µm
_064210_,7.84µm
_073078_,7.84µm
_075839_,7.84µm
_077963_,7.84µm
_078625_,7.84µm
_086122_,7.84µm
_087119_,7.84µm
u_uart2.u_rx_fifo.mem\[190\]\[2\],7.84µm
u_uart2.u_rx_fifo.mem\[43\]\[3\],7.84µm
net11610,7.84µm
net13408,7.84µm
net13673,7.84µm
net13718,7.84µm
net14167,7.84µm
net15095,7.84µm
net15720,7.84µm
net16016,7.84µm
net16081,7.84µm
net16203,7.84µm
net16676,7.84µm
net16835,7.84µm
net17974,7.84µm
net17982,7.84µm
net18474,7.84µm
net18822,7.84µm
net19012,7.84µm
net20268,7.84µm
net20804,7.84µm
u_uart2.u_rx_fifo.mem\[126\]\[5\],7.835µm
_022610_,7.83µm
_031080_,7.83µm
_048574_,7.83µm
_048920_,7.83µm
_054367_,7.83µm
_079143_,7.83µm
_001419_,7.825µm
_002888_,7.825µm
_003284_,7.825µm
_003889_,7.825µm
_003892_,7.825µm
_004634_,7.825µm
_004707_,7.825µm
_004785_,7.825µm
_004964_,7.825µm
_004998_,7.825µm
_005071_,7.825µm
_086771_,7.825µm
_000196_,7.82µm
_000868_,7.82µm
_008243_,7.82µm
_008745_,7.82µm
_009425_,7.82µm
_010562_,7.82µm
_011014_,7.82µm
_011293_,7.82µm
_011405_,7.82µm
_012810_,7.82µm
_013376_,7.82µm
_016097_,7.82µm
_016208_,7.82µm
_016427_,7.82µm
_016627_,7.82µm
_020293_,7.82µm
_021989_,7.82µm
_022587_,7.82µm
_023412_,7.82µm
_023710_,7.82µm
_023802_,7.82µm
