net,length_um
_036745_,2.16µm
_036812_,2.16µm
_036939_,2.16µm
_036956_,2.16µm
_036968_,2.16µm
_036971_,2.16µm
_036980_,2.16µm
_037344_,2.16µm
_037839_,2.16µm
_038073_,2.16µm
_039165_,2.16µm
_039181_,2.16µm
_039252_,2.16µm
_039554_,2.16µm
_039660_,2.16µm
_040003_,2.16µm
_040468_,2.16µm
_041776_,2.16µm
_041949_,2.16µm
_042616_,2.16µm
_044075_,2.16µm
_044500_,2.16µm
_047674_,2.16µm
_047893_,2.16µm
_047973_,2.16µm
_048154_,2.16µm
_048336_,2.16µm
_048561_,2.16µm
_048817_,2.16µm
_049022_,2.16µm
_049197_,2.16µm
_049224_,2.16µm
_049507_,2.16µm
_049728_,2.16µm
_049831_,2.16µm
_050059_,2.16µm
_050109_,2.16µm
_050210_,2.16µm
_050220_,2.16µm
_050274_,2.16µm
_050385_,2.16µm
_050425_,2.16µm
_050503_,2.16µm
_051077_,2.16µm
_051098_,2.16µm
_051137_,2.16µm
_051301_,2.16µm
_051862_,2.16µm
_052003_,2.16µm
_052064_,2.16µm
_052152_,2.16µm
_052216_,2.16µm
_052318_,2.16µm
_052374_,2.16µm
_052398_,2.16µm
_052406_,2.16µm
_052493_,2.16µm
_052853_,2.16µm
_053061_,2.16µm
_053066_,2.16µm
_053273_,2.16µm
_053340_,2.16µm
_053400_,2.16µm
_053616_,2.16µm
_053628_,2.16µm
_053897_,2.16µm
_053925_,2.16µm
_053967_,2.16µm
_053978_,2.16µm
_053999_,2.16µm
_054407_,2.16µm
_054428_,2.16µm
_054431_,2.16µm
_054441_,2.16µm
_054499_,2.16µm
_054765_,2.16µm
_055188_,2.16µm
_055222_,2.16µm
_055297_,2.16µm
_055642_,2.16µm
_056929_,2.16µm
_056961_,2.16µm
_057843_,2.16µm
_058076_,2.16µm
_058411_,2.16µm
_058562_,2.16µm
_058570_,2.16µm
_059000_,2.16µm
_059663_,2.16µm
_059715_,2.16µm
_059957_,2.16µm
_060280_,2.16µm
_060306_,2.16µm
_060729_,2.16µm
_061831_,2.16µm
_062441_,2.16µm
_062734_,2.16µm
_062797_,2.16µm
_063275_,2.16µm
_063928_,2.16µm
_064139_,2.16µm
_064157_,2.16µm
_064168_,2.16µm
_064208_,2.16µm
_064462_,2.16µm
_064656_,2.16µm
_064755_,2.16µm
_064925_,2.16µm
_065064_,2.16µm
_065317_,2.16µm
_065380_,2.16µm
_065582_,2.16µm
_065800_,2.16µm
_066200_,2.16µm
_066333_,2.16µm
_066813_,2.16µm
_066972_,2.16µm
_067010_,2.16µm
_067064_,2.16µm
_067158_,2.16µm
_067163_,2.16µm
_067470_,2.16µm
_067579_,2.16µm
_067681_,2.16µm
_067765_,2.16µm
_067797_,2.16µm
_067860_,2.16µm
_068048_,2.16µm
_068050_,2.16µm
_068067_,2.16µm
_068186_,2.16µm
_068230_,2.16µm
_068276_,2.16µm
_068660_,2.16µm
_068692_,2.16µm
_068742_,2.16µm
_068839_,2.16µm
_068902_,2.16µm
_068946_,2.16µm
_069046_,2.16µm
_069050_,2.16µm
_069291_,2.16µm
_069303_,2.16µm
_069439_,2.16µm
_069793_,2.16µm
_069907_,2.16µm
_069978_,2.16µm
_070322_,2.16µm
_070526_,2.16µm
_070695_,2.16µm
_070767_,2.16µm
_070773_,2.16µm
_071117_,2.16µm
_071463_,2.16µm
_071561_,2.16µm
_071588_,2.16µm
_071680_,2.16µm
_072124_,2.16µm
_072512_,2.16µm
_072580_,2.16µm
_073549_,2.16µm
_073585_,2.16µm
_073951_,2.16µm
_074386_,2.16µm
_074609_,2.16µm
_074612_,2.16µm
_075180_,2.16µm
_075231_,2.16µm
_075277_,2.16µm
_075280_,2.16µm
_075415_,2.16µm
_075563_,2.16µm
_075889_,2.16µm
_075946_,2.16µm
_076069_,2.16µm
_076361_,2.16µm
_076926_,2.16µm
_077024_,2.16µm
_078262_,2.16µm
_078864_,2.16µm
_078902_,2.16µm
_078967_,2.16µm
_079343_,2.16µm
_080437_,2.16µm
_080661_,2.16µm
_080670_,2.16µm
_080828_,2.16µm
_080860_,2.16µm
_082322_,2.16µm
_083529_,2.16µm
_083636_,2.16µm
_083864_,2.16µm
_084005_,2.16µm
_084547_,2.16µm
_084683_,2.16µm
_084893_,2.16µm
_085072_,2.16µm
_085450_,2.16µm
_085842_,2.16µm
_086578_,2.16µm
_086579_,2.16µm
_087025_,2.16µm
_087705_,2.16µm
_087971_,2.16µm
_087993_,2.16µm
_088664_,2.16µm
_088876_,2.16µm
_088878_,2.16µm
_088883_,2.16µm
_088894_,2.16µm
data_axil_wdata\[11\],2.16µm
data_axil_wdata\[13\],2.16µm
dma_irq,2.16µm
dma_m_araddr\[12\],2.16µm
dma_m_awaddr\[15\],2.16µm
dma_m_awaddr\[19\],2.16µm
dma_m_wdata\[11\],2.16µm
dma_m_wdata\[3\],2.16µm
dma_m_wdata\[4\],2.16µm
instr_axil_araddr\[26\],2.16µm
instr_axil_araddr\[28\],2.16µm
instr_axil_araddr\[29\],2.16µm
iram_m0_rdata\[11\],2.16µm
iram_s_bvalid,2.16µm
jtag_m_rready,2.16µm
s2_awready,2.16µm
s5_arready,2.16µm
u_core.cs_registers_i.mhpmcounter_q\[11\],2.16µm
u_core.cs_registers_i.mhpmcounter_q\[139\],2.16µm
u_core.cs_registers_i.mhpmcounter_q\[245\],2.16µm
u_core.cs_registers_i.mhpmevent_q\[109\],2.16µm
u_core.cs_registers_i.mie_q\[16\],2.16µm
u_core.cs_registers_i.mtvec_n\[4\],2.16µm
u_core.cs_registers_i.mtvec_n\[7\],2.16µm
u_core.ex_stage_i.regfile_we_i,2.16µm
u_core.fetch_enable,2.16µm
u_core.id_stage_i.controller_i.debug_req_entry_q,2.16µm
u_core.id_stage_i.register_file_i.mem\[1000\],2.16µm
u_core.id_stage_i.register_file_i.mem\[55\],2.16µm
u_core.id_stage_i.register_file_i.mem\[646\],2.16µm
u_core.id_stage_i.register_file_i.mem\[647\],2.16µm
u_core.id_stage_i.register_file_i.mem\[678\],2.16µm
u_core.id_stage_i.register_file_i.mem\[85\],2.16µm
u_core.id_stage_i.register_file_i.mem\[860\],2.16µm
u_core.id_stage_i.register_file_i.mem\[934\],2.16µm
u_core.id_stage_i.register_file_i.mem\[977\],2.16µm
u_core.id_stage_i.register_file_i.mem\[979\],2.16µm
u_core.id_stage_i.register_file_i.mem\[998\],2.16µm
u_core.if_stage_i.aligner_i.aligner_ready_q,2.16µm
u_core.if_stage_i.aligner_i.r_instr_h\[8\],2.16µm
u_core.if_stage_i.prefetch_buffer_i.fifo_cnt\[1\],2.16µm
u_core.if_stage_i.prefetch_buffer_i.fifo_i.mem_q\[37\],2.16µm
u_core.if_stage_i.prefetch_buffer_i.fifo_i.mem_q\[41\],2.16µm
u_core.if_stage_i.prefetch_buffer_i.fifo_i.mem_q\[45\],2.16µm
u_core.if_stage_i.prefetch_buffer_i.fifo_i.write_pointer_q,2.16µm
u_core.if_stage_i.prefetch_buffer_i.instruction_obi_i.gen_no_trans_stable.obi_addr_q\[10\],2.16µm
u_core.if_stage_i.prefetch_buffer_i.instruction_obi_i.gen_no_trans_stable.obi_addr_q\[28\],2.16µm
u_core.if_stage_i.prefetch_buffer_i.prefetch_controller_i.trans_addr_q\[17\],2.16µm
u_core.if_stage_i.prefetch_buffer_i.prefetch_controller_i.trans_addr_q\[27\],2.16µm
u_data_ram.aw_active,2.16µm
u_dma.reg_ctrl\[16\],2.16µm
u_dma.reg_dst_addr\[28\],2.16µm
u_dma.xfer_cnt\[7\],2.16µm
u_gpio.reg_intrpt_lvl_low_en\[3\],2.16µm
u_gpio.status_fall\[1\],2.16µm
u_gpio.status_rise\[3\],2.16µm
u_i2c.byte_cnt\[2\],2.16µm
u_i2c.op_rw,2.16µm
u_i2c.reg_nby\[11\],2.16µm
u_i2c.reg_nby\[3\],2.16µm
u_i2c.rx_data\[16\],2.16µm
u_i2c.rx_data\[30\],2.16µm
u_i2c.tick_cnt\[3\],2.16µm
u_jtag.csr_w_valid_lat,2.16µm
u_jtag.fault_addr_r\[26\],2.16µm
u_jtag.reg_cmd\[3\],2.16µm
u_jtag.reg_data\[10\],2.16µm
u_jtag.reg_data\[24\],2.16µm
u_npu.u_npu_csr.reg_in_addr\[27\],2.16µm
u_npu.u_npu_csr.reg_out_addr\[25\],2.16µm
u_npu.u_npu_engine.conv_acc\[122\],2.16µm
u_npu.u_npu_engine.conv_acc\[192\],2.16µm
u_npu.u_npu_engine.conv_acc\[209\],2.16µm
u_npu.u_npu_engine.conv_acc\[20\],2.16µm
u_npu.u_npu_engine.conv_acc\[210\],2.16µm
u_npu.u_npu_engine.conv_acc\[224\],2.16µm
u_npu.u_npu_engine.conv_acc\[246\],2.16µm
u_npu.u_npu_engine.conv_acc\[24\],2.16µm
u_npu.u_npu_engine.conv_acc\[28\],2.16µm
u_npu.u_npu_engine.conv_acc\[29\],2.16µm
u_npu.u_npu_engine.conv_acc\[53\],2.16µm
u_npu.u_npu_engine.conv_acc\[55\],2.16µm
u_npu.u_npu_engine.conv_acc\[56\],2.16µm
u_npu.u_npu_engine.conv_acc\[63\],2.16µm
u_npu.u_npu_engine.conv_acc\[64\],2.16µm
u_npu.u_npu_engine.conv_acc\[91\],2.16µm
u_npu.u_npu_engine.conv_acc\[92\],2.16µm
u_npu.u_npu_engine.conv_acc\[95\],2.16µm
u_npu.u_npu_engine.dividend_acc\[3\],2.16µm
u_npu.u_npu_engine.fc_logits\[15\],2.16µm
u_npu.u_npu_engine.mac_kh\[1\],2.16µm
u_npu.u_npu_engine.rq_srhm\[27\],2.16µm
u_npu.u_npu_engine.state\[11\],2.16µm
u_qspi.reg_adr\[24\],2.16µm
u_qspi.w_data_lat\[19\],2.16µm
u_timer.reg_tim_cnt\[10\],2.16µm
u_timer.reg_tim_cnt\[11\],2.16µm
u_uart1.aw_active_r,2.16µm
u_uart1.aw_addr_r\[0\],2.16µm
u_uart1.reg_stp_r\[15\],2.16µm
u_uart1.reg_tdr_r\[5\],2.16µm
u_uart1.rx_data_w\[4\],2.16µm
u_uart1.rx_data_w\[6\],2.16µm
u_uart1.u_rx.bit_cnt_r\[2\],2.16µm
u_uart1.u_rx.shift_r\[2\],2.16µm
u_uart1.u_rx.shift_r\[3\],2.16µm
u_uart1.u_tx.bit_cnt_r\[0\],2.16µm
u_uart1.u_tx.clk_cnt_r\[10\],2.16µm
u_uart1.u_tx.clk_cnt_r\[4\],2.16µm
u_uart2.fifo_rd_data\[0\],2.16µm
u_uart2.fifo_rd_data\[4\],2.16µm
u_uart2.pack_data_r\[29\],2.16µm
u_uart2.rdr_data_r\[2\],2.16µm
u_uart2.rdr_data_r\[5\],2.16µm
u_uart2.reg_cfg_r\[0\],2.16µm
u_uart2.reg_irq_en_r\[12\],2.16µm
u_uart2.reg_irq_en_r\[23\],2.16µm
u_uart2.reg_irq_en_r\[25\],2.16µm
u_uart2.reg_stp_r\[10\],2.16µm
u_uart2.reg_stp_r\[21\],2.16µm
u_uart2.reg_tdr_r\[1\],2.16µm
u_uart2.reg_tdr_r\[4\],2.16µm
u_uart2.rx_data_w\[6\],2.16µm
u_uart2.u_rx.bit_cnt_r\[0\],2.16µm
u_uart2.u_rx.bit_cnt_r\[2\],2.16µm
u_uart2.u_rx.clk_cnt_r\[10\],2.16µm
u_uart2.u_rx.clk_cnt_r\[25\],2.16µm
u_uart2.u_rx.clk_cnt_r\[9\],2.16µm
u_uart2.u_rx.shift_r\[2\],2.16µm
u_uart2.u_rx.state_r\[2\],2.16µm
u_uart2.u_tx.shift_r\[4\],2.16µm
net10372,2.16µm
net10092,2.16µm
net10303,2.16µm
net10406,2.16µm
net10423,2.16µm
net10454,2.16µm
net10456,2.16µm
net10495,2.16µm
net10496,2.16µm
net10500,2.16µm
net10518,2.16µm
net10572,2.16µm
net10707,2.16µm
net10734,2.16µm
net10764,2.16µm
net10876,2.16µm
net11192,2.16µm
net11247,2.16µm
net11451,2.16µm
net11607,2.16µm
net11632,2.16µm
net11800,2.16µm
net11925,2.16µm
net11955,2.16µm
net12299,2.16µm
net12331,2.16µm
net12356,2.16µm
net12360,2.16µm
net12376,2.16µm
net12384,2.16µm
net12503,2.16µm
net12523,2.16µm
net12693,2.16µm
net12990,2.16µm
net13504,2.16µm
net13626,2.16µm
net13670,2.16µm
net13816,2.16µm
net14008,2.16µm
net14042,2.16µm
net14217,2.16µm
net14682,2.16µm
net14731,2.16µm
net14749,2.16µm
net14838,2.16µm
net14847,2.16µm
net15265,2.16µm
net15331,2.16µm
net15432,2.16µm
net15446,2.16µm
net15707,2.16µm
net15895,2.16µm
net15969,2.16µm
net16102,2.16µm
net16241,2.16µm
net16259,2.16µm
net16392,2.16µm
net16403,2.16µm
net16498,2.16µm
net16560,2.16µm
net16810,2.16µm
net16849,2.16µm
net16888,2.16µm
net17210,2.16µm
net17281,2.16µm
net17724,2.16µm
net17823,2.16µm
net17944,2.16µm
net17971,2.16µm
net18159,2.16µm
net18426,2.16µm
net18567,2.16µm
net18843,2.16µm
net18915,2.16µm
net19034,2.16µm
net19330,2.16µm
net19367,2.16µm
net19593,2.16µm
net19628,2.16µm
net19654,2.16µm
net19673,2.16µm
net19719,2.16µm
net19743,2.16µm
net19792,2.16µm
net19828,2.16µm
net19895,2.16µm
net19936,2.16µm
net19995,2.16µm
net20004,2.16µm
net20067,2.16µm
net20084,2.16µm
net20125,2.16µm
net20130,2.16µm
net20158,2.16µm
net20232,2.16µm
net20257,2.16µm
net20263,2.16µm
net20267,2.16µm
net20301,2.16µm
net20302,2.16µm
net20411,2.16µm
net20616,2.16µm
net20865,2.16µm
net20949,2.16µm
net20957,2.16µm
net21018,2.16µm
net21065,2.16µm
net21080,2.16µm
net21205,2.16µm
net21217,2.16µm
net21248,2.16µm
net21265,2.16µm
net21304,2.16µm
net21398,2.16µm
net21516,2.16µm
net21560,2.16µm
net21634,2.16µm
net21818,2.16µm
net21826,2.16µm
net22000,2.16µm
net22018,2.16µm
net22140,2.16µm
net22164,2.16µm
net22216,2.16µm
net22309,2.16µm
net22730,2.16µm
net22749,2.16µm
net22901,2.16µm
net22934,2.16µm
net22951,2.16µm
net23058,2.16µm
net23105,2.16µm
net23279,2.16µm
net23345,2.16µm
net23353,2.16µm
net23540,2.16µm
net23727,2.16µm
net23739,2.16µm
net23762,2.16µm
net23857,2.16µm
net23888,2.16µm
net23944,2.16µm
net23945,2.16µm
net23950,2.16µm
net24050,2.16µm
net24125,2.16µm
net24133,2.16µm
net24155,2.16µm
net24376,2.16µm
net24518,2.16µm
net24604,2.16µm
net24661,2.16µm
net24734,2.16µm
net24749,2.16µm
net24812,2.16µm
_007156_,2.14µm
_050919_,2.14µm
_001414_,2.125µm
_001440_,2.125µm
_001451_,2.125µm
_001530_,2.125µm
_001538_,2.125µm
_001628_,2.125µm
_001663_,2.125µm
_001669_,2.125µm
_001764_,2.125µm
_001783_,2.125µm
_001792_,2.125µm
_001848_,2.125µm
_001936_,2.125µm
_002171_,2.125µm
_002279_,2.125µm
_002314_,2.125µm
_002360_,2.125µm
_002390_,2.125µm
_002417_,2.125µm
_002420_,2.125µm
_002551_,2.125µm
_002592_,2.125µm
_002641_,2.125µm
_002651_,2.125µm
_002687_,2.125µm
_002693_,2.125µm
_002767_,2.125µm
_002777_,2.125µm
_002854_,2.125µm
_002986_,2.125µm
_003183_,2.125µm
_003226_,2.125µm
_003303_,2.125µm
_003317_,2.125µm
_003388_,2.125µm
_003405_,2.125µm
_003486_,2.125µm
_003653_,2.125µm
_003694_,2.125µm
_003756_,2.125µm
_003824_,2.125µm
_003826_,2.125µm
_003866_,2.125µm
_003878_,2.125µm
_003991_,2.125µm
_004018_,2.125µm
_004210_,2.125µm
_004229_,2.125µm
_004463_,2.125µm
_004464_,2.125µm
_004527_,2.125µm
_004535_,2.125µm
_004625_,2.125µm
_004791_,2.125µm
_004830_,2.125µm
_005339_,2.125µm
_005373_,2.125µm
_005395_,2.125µm
_005552_,2.125µm
_005557_,2.125µm
_005605_,2.125µm
_005607_,2.125µm
_005696_,2.125µm
_005763_,2.125µm
_005764_,2.125µm
_005853_,2.125µm
_005914_,2.125µm
_005937_,2.125µm
_006030_,2.125µm
_006055_,2.125µm
_006062_,2.125µm
_006093_,2.125µm
_006205_,2.125µm
_006282_,2.125µm
_006350_,2.125µm
_006392_,2.125µm
_006393_,2.125µm
_006461_,2.125µm
_006463_,2.125µm
_006476_,2.125µm
_006525_,2.125µm
_006579_,2.125µm
_006643_,2.125µm
_006761_,2.125µm
_006772_,2.125µm
_006784_,2.125µm
_006793_,2.125µm
_006943_,2.125µm
_007013_,2.125µm
_007159_,2.125µm
_007180_,2.125µm
_007205_,2.125µm
_007233_,2.125µm
_007279_,2.125µm
_007293_,2.125µm
_007368_,2.125µm
_007392_,2.125µm
_007434_,2.125µm
_007454_,2.125µm
_035831_,2.125µm
_051946_,2.12µm
_015759_,2.11µm
_015972_,2.11µm
_020550_,2.11µm
_074405_,2.11µm
_086941_,2.11µm
_068881_,2.1µm
_022917_,2.095µm
_022256_,2.09µm
_038954_,2.09µm
_040592_,2.09µm
_042324_,2.09µm
_044754_,2.09µm
_046030_,2.09µm
_048821_,2.09µm
_061701_,2.09µm
_062730_,2.09µm
_069119_,2.09µm
_069145_,2.09µm
_069308_,2.09µm
_082584_,2.09µm
_083690_,2.09µm
_001381_,2.085µm
_001416_,2.085µm
_001447_,2.085µm
_001529_,2.085µm
_001560_,2.085µm
_002071_,2.085µm
_002118_,2.085µm
_002173_,2.085µm
_002190_,2.085µm
_002223_,2.085µm
_002341_,2.085µm
_002388_,2.085µm
_002399_,2.085µm
_002439_,2.085µm
_002574_,2.085µm
_002636_,2.085µm
_002714_,2.085µm
_002977_,2.085µm
_003036_,2.085µm
_003152_,2.085µm
_003240_,2.085µm
_003389_,2.085µm
_003485_,2.085µm
_003617_,2.085µm
_003630_,2.085µm
_003643_,2.085µm
_004004_,2.085µm
_004159_,2.085µm
_004182_,2.085µm
_004209_,2.085µm
_004233_,2.085µm
_004272_,2.085µm
_004296_,2.085µm
_004331_,2.085µm
_004374_,2.085µm
_004412_,2.085µm
_004764_,2.085µm
_004768_,2.085µm
_004783_,2.085µm
_004831_,2.085µm
_004883_,2.085µm
_005051_,2.085µm
_005171_,2.085µm
_005304_,2.085µm
_005325_,2.085µm
_005699_,2.085µm
_005707_,2.085µm
_005759_,2.085µm
_005775_,2.085µm
_005808_,2.085µm
_005910_,2.085µm
_006043_,2.085µm
_006267_,2.085µm
_006273_,2.085µm
_006343_,2.085µm
_006422_,2.085µm
_006501_,2.085µm
_006785_,2.085µm
_006874_,2.085µm
_006928_,2.085µm
_006944_,2.085µm
_006978_,2.085µm
_007133_,2.085µm
_007287_,2.085µm
_007299_,2.085µm
_002606_,2.08µm
_002637_,2.08µm
_005725_,2.08µm
_006555_,2.08µm
_006762_,2.08µm
_010086_,2.08µm
net12663,2.08µm
_037528_,2.07µm
_035542_,2.065µm
_036070_,2.065µm
_037871_,2.065µm
_053578_,2.065µm
_071144_,2.065µm
_011999_,2.06µm
_013517_,2.06µm
_014239_,2.06µm
_014758_,2.06µm
_014817_,2.06µm
_014983_,2.06µm
_015203_,2.06µm
_018158_,2.06µm
_019950_,2.06µm
_019984_,2.06µm
_020678_,2.06µm
_021383_,2.06µm
_022010_,2.06µm
_022039_,2.06µm
_022090_,2.06µm
_022855_,2.06µm
_023655_,2.06µm
_024116_,2.06µm
_024412_,2.06µm
_025366_,2.06µm
_025458_,2.06µm
_025461_,2.06µm
_025509_,2.06µm
_025571_,2.06µm
_025698_,2.06µm
_026069_,2.06µm
_026320_,2.06µm
_026439_,2.06µm
_027129_,2.06µm
_027890_,2.06µm
_028307_,2.06µm
_030048_,2.06µm
_030809_,2.06µm
_032543_,2.06µm
_033524_,2.06µm
_035881_,2.06µm
_037062_,2.06µm
_037904_,2.06µm
_038967_,2.06µm
_038979_,2.06µm
_039011_,2.06µm
_039297_,2.06µm
_039437_,2.06µm
_039448_,2.06µm
_039487_,2.06µm
_039516_,2.06µm
_040496_,2.06µm
_040569_,2.06µm
_040582_,2.06µm
_040809_,2.06µm
_041135_,2.06µm
_041377_,2.06µm
_041411_,2.06µm
_041611_,2.06µm
_041700_,2.06µm
_042399_,2.06µm
_042789_,2.06µm
_042855_,2.06µm
_043054_,2.06µm
_043061_,2.06µm
_043078_,2.06µm
_043099_,2.06µm
_043332_,2.06µm
_043372_,2.06µm
_043579_,2.06µm
_043764_,2.06µm
_043808_,2.06µm
_044164_,2.06µm
_044266_,2.06µm
_045279_,2.06µm
_045630_,2.06µm
_045631_,2.06µm
_045636_,2.06µm
_045671_,2.06µm
_045739_,2.06µm
_045809_,2.06µm
_046044_,2.06µm
_046304_,2.06µm
_046518_,2.06µm
_046594_,2.06µm
_046653_,2.06µm
_046667_,2.06µm
_046685_,2.06µm
_046898_,2.06µm
_047164_,2.06µm
_047242_,2.06µm
_047410_,2.06µm
_047627_,2.06µm
_047917_,2.06µm
_049114_,2.06µm
_049795_,2.06µm
_049975_,2.06µm
_050410_,2.06µm
_052023_,2.06µm
_052148_,2.06µm
_052510_,2.06µm
_052651_,2.06µm
_053203_,2.06µm
_055639_,2.06µm
_056052_,2.06µm
_056737_,2.06µm
_057007_,2.06µm
_057067_,2.06µm
_057341_,2.06µm
_058013_,2.06µm
_059157_,2.06µm
_059966_,2.06µm
_060338_,2.06µm
_061180_,2.06µm
_061313_,2.06µm
_062006_,2.06µm
_062778_,2.06µm
_062796_,2.06µm
_064195_,2.06µm
_064805_,2.06µm
_065423_,2.06µm
_065754_,2.06µm
_066157_,2.06µm
_067563_,2.06µm
_067570_,2.06µm
_067974_,2.06µm
_067982_,2.06µm
_068834_,2.06µm
_069483_,2.06µm
_069490_,2.06µm
_069711_,2.06µm
_070099_,2.06µm
_070373_,2.06µm
_070871_,2.06µm
_070880_,2.06µm
_071471_,2.06µm
_071516_,2.06µm
_071792_,2.06µm
_072109_,2.06µm
_072151_,2.06µm
_072353_,2.06µm
_072822_,2.06µm
_073349_,2.06µm
_073442_,2.06µm
_073780_,2.06µm
_075235_,2.06µm
_076404_,2.06µm
_079514_,2.06µm
_079904_,2.06µm
_080141_,2.06µm
_080832_,2.06µm
_082386_,2.06µm
_083590_,2.06µm
_085570_,2.06µm
_086743_,2.06µm
_087035_,2.06µm
_088672_,2.06µm
_088769_,2.06µm
u_core.id_stage_i.register_file_i.mem\[287\],2.06µm
u_gpio.gpio_in_q1\[9\],2.06µm
net10681,2.06µm
net10437,2.06µm
net10481,2.06µm
net10540,2.06µm
net10696,2.06µm
net10736,2.06µm
net10763,2.06µm
net10790,2.06µm
net10803,2.06µm
net10936,2.06µm
net10978,2.06µm
net13091,2.06µm
net17278,2.06µm
net20250,2.06µm
net23101,2.06µm
net15722,2.05µm
_040036_,2.045µm
_069427_,2.045µm
_000148_,2.04µm
_000212_,2.04µm
_000257_,2.04µm
_000436_,2.04µm
_000442_,2.04µm
_000450_,2.04µm
_000536_,2.04µm
_000794_,2.04µm
_007580_,2.04µm
_007616_,2.04µm
_007839_,2.04µm
_007856_,2.04µm
_007903_,2.04µm
_007915_,2.04µm
_007923_,2.04µm
_008236_,2.04µm
_008270_,2.04µm
_008272_,2.04µm
_008341_,2.04µm
_008358_,2.04µm
_008382_,2.04µm
_008412_,2.04µm
_008413_,2.04µm
_008427_,2.04µm
_008429_,2.04µm
_008431_,2.04µm
_008445_,2.04µm
_008458_,2.04µm
_008551_,2.04µm
_008554_,2.04µm
_008569_,2.04µm
_008578_,2.04µm
_008580_,2.04µm
_008581_,2.04µm
_008587_,2.04µm
_008591_,2.04µm
_008593_,2.04µm
_008609_,2.04µm
_008610_,2.04µm
_008620_,2.04µm
_008621_,2.04µm
_008650_,2.04µm
_008655_,2.04µm
_008657_,2.04µm
_008668_,2.04µm
_008680_,2.04µm
_008683_,2.04µm
_008685_,2.04µm
_008700_,2.04µm
_008702_,2.04µm
_008721_,2.04µm
_008747_,2.04µm
_008750_,2.04µm
_008764_,2.04µm
_008769_,2.04µm
_008771_,2.04µm
_008782_,2.04µm
_008803_,2.04µm
_008835_,2.04µm
_008841_,2.04µm
_008862_,2.04µm
_008875_,2.04µm
_008893_,2.04µm
_008906_,2.04µm
_008925_,2.04µm
_008939_,2.04µm
_008956_,2.04µm
_008971_,2.04µm
_008975_,2.04µm
_008977_,2.04µm
_009017_,2.04µm
_009032_,2.04µm
_009097_,2.04µm
_009133_,2.04µm
_009134_,2.04µm
_009155_,2.04µm
_009156_,2.04µm
_009160_,2.04µm
_009193_,2.04µm
_009194_,2.04µm
_009196_,2.04µm
_009228_,2.04µm
_009229_,2.04µm
_009250_,2.04µm
_009255_,2.04µm
_009325_,2.04µm
_009328_,2.04µm
_009347_,2.04µm
_009559_,2.04µm
_009889_,2.04µm
_009905_,2.04µm
_010251_,2.04µm
_010544_,2.04µm
_010741_,2.04µm
_010801_,2.04µm
_010847_,2.04µm
_010857_,2.04µm
_010887_,2.04µm
_010921_,2.04µm
_011013_,2.04µm
_011340_,2.04µm
_011418_,2.04µm
_011783_,2.04µm
_012075_,2.04µm
_012130_,2.04µm
_012174_,2.04µm
_012185_,2.04µm
_012186_,2.04µm
_012202_,2.04µm
_012287_,2.04µm
_012434_,2.04µm
_012612_,2.04µm
_012992_,2.04µm
_013203_,2.04µm
_013469_,2.04µm
_013588_,2.04µm
_013624_,2.04µm
_013645_,2.04µm
_013715_,2.04µm
_013738_,2.04µm
_013755_,2.04µm
_013929_,2.04µm
_014023_,2.04µm
_014064_,2.04µm
_014106_,2.04µm
_014245_,2.04µm
_014258_,2.04µm
_014281_,2.04µm
_014478_,2.04µm
_014552_,2.04µm
_014584_,2.04µm
_014598_,2.04µm
_014789_,2.04µm
_014880_,2.04µm
_014895_,2.04µm
_014973_,2.04µm
_014986_,2.04µm
_014989_,2.04µm
_015008_,2.04µm
_015032_,2.04µm
_015057_,2.04µm
_015148_,2.04µm
_015169_,2.04µm
_015322_,2.04µm
_015399_,2.04µm
_015428_,2.04µm
_015429_,2.04µm
_015658_,2.04µm
_015749_,2.04µm
_015906_,2.04µm
_016024_,2.04µm
_016031_,2.04µm
_016045_,2.04µm
_016058_,2.04µm
_016104_,2.04µm
_016199_,2.04µm
_016262_,2.04µm
_016320_,2.04µm
_016346_,2.04µm
_016363_,2.04µm
_016434_,2.04µm
_016673_,2.04µm
_016746_,2.04µm
_016869_,2.04µm
_016896_,2.04µm
_016941_,2.04µm
_017206_,2.04µm
_017249_,2.04µm
_017285_,2.04µm
_017473_,2.04µm
_017491_,2.04µm
_017661_,2.04µm
_017690_,2.04µm
_017693_,2.04µm
_017724_,2.04µm
_017743_,2.04µm
_017856_,2.04µm
_017898_,2.04µm
_018067_,2.04µm
_018115_,2.04µm
_018123_,2.04µm
_018202_,2.04µm
_018237_,2.04µm
_018358_,2.04µm
_018461_,2.04µm
_018687_,2.04µm
_018746_,2.04µm
_018784_,2.04µm
_018908_,2.04µm
_018983_,2.04µm
_018999_,2.04µm
_019296_,2.04µm
_019430_,2.04µm
_019484_,2.04µm
_019609_,2.04µm
_019629_,2.04µm
_019659_,2.04µm
_019683_,2.04µm
_019716_,2.04µm
_019777_,2.04µm
_019780_,2.04µm
_019784_,2.04µm
_019819_,2.04µm
_020062_,2.04µm
_020166_,2.04µm
_020207_,2.04µm
_020219_,2.04µm
_020223_,2.04µm
_020224_,2.04µm
_020228_,2.04µm
_020318_,2.04µm
_020321_,2.04µm
_020380_,2.04µm
_020418_,2.04µm
_020432_,2.04µm
_020481_,2.04µm
_020487_,2.04µm
_020529_,2.04µm
_020583_,2.04µm
_020693_,2.04µm
_020696_,2.04µm
_020779_,2.04µm
